emg_value
43
29
7
-13
-26
-32
-36
-35
-28
-22
-22
-25
-27
-25
-14
-1
5
4
1
1
5
7
7
7
7
-2
-20
-33
-39
-42
-43
-38
-26
-12
-2
8
22
35
43
47
48
49
58
64
59
47
32
16
5
-1
-5
-11
-23
-34
-37
-36
-38
-39
-34
-26
-16
-8
0
4
2
-2
-1
0
1
3
9
15
17
13
8
4
-1
-6
-4
-5
-9
-10
-7
-7
-11
-12
-7
-1
0
3
8
11
14
16
16
15
15
20
23
23
21
22
27
27
20
9
0
-9
-14
-16
-18
-24
-31
-35
-36
-38
-41
-41
-39
-36
-30
-23
-20
-15
-8
-3
-2
0
8
19
24
26
28
24
14
4
-3
-14
-20
-15
2
26
41
43
42
35
19
4
-1
-4
-5
-7
-7
-8
-9
-9
-9
-12
-15
-16
-19
-23
-27
-29
-33
-36
-35
-23
-4
9
18
27
37
43
45
48
53
56
56
51
42
29
18
10
4
-5
-18
-30
-41
-47
-50
-53
-55
-50
-41
-31
-23
-16
-8
-1
5
16
26
29
32
40
47
47
40
35
29
21
14
13
11
2
-7
-14
-18
-20
-23
-24
-23
-20
-16
-12
-6
0
8
16
19
17
15
14
13
10
7
4
0
-7
-18
-30
-40
-45
-42
-41
-46
-51
-48
-40
-29
-16
-5
0
0
0
0
2
6
10
15
18
18
17
14
10
4
3
4
0
-5
-7
-6
-2
5
18
33
43
48
53
56
53
48
45
41
35
31
27
21
12
0
-14
-26
-31
-32
-39
-54
-63
-60
-52
-43
-33
-24
-17
-13
-9
-2
3
8
15
25
36
46
54
59
59
52
42
31
21
11
-5
-23
-37
-44
-46
-48
-53
-57
-58
-58
-60
-60
-56
-50
-43
-30
-15
-3
8
28
53
69
72
68
62
57
50
43
34
20
4
-9
-18
-27
-35
-38
-35
-26
-16
-8
-4
-4
-1
5
12
16
22
30
34
32
25
17
10
6
2
0
-3
-5
-3
-6
-19
-31
-32
-24
-17
-13
-10
-6
-2
3
10
14
15
18
24
32
31
24
21
19
16
14
16
19
18
11
-1
-12
-17
-20
-24
-31
-36
-38
-39
-39
-38
-32
-26
-17
3
25
34
32
23
11
2
1
6
13
12
2
-7
-17
-32
-50
-63
-67
-67
-66
-63
-58
-51
-44
-35
-20
-2
16
34
52
66
69
68
66
60
50
44
41
36
30
23
14
5
0
-1
-2
-2
2
10
19
27
35
39
32
22
20
19
14
7
0
-9
-17
-20
-18
-18
-21
-18
-9
-4
-8
-20
