timestamp,voltage_mV
1.9306731224060059,16228000.0
1.931703805923462,16278000.0
1.9320564270019531,16164000.0
1.95652174949646,16300000.0
1.95652174949646,16210000.0
1.95652174949646,16233000.0
1.9810917377471924,16260000.0
1.9810917377471924,16186000.0
1.9820888042449951,16158000.0
2.006296157836914,16118000.0
2.0068562030792236,16227000.0
2.0071051120758057,16174000.0
2.0310914516448975,16128000.0
2.0310914516448975,16302000.0
2.032115936279297,16139000.0
2.056548595428467,16141000.0
2.0568413734436035,16197000.0
2.05708909034729,16177000.0
2.0808663368225098,16330000.0
2.081861972808838,16212000.0
2.081861972808838,16277000.0
2.1061768531799316,16205000.0
2.1061768531799316,16203000.0
2.1071348190307617,16184000.0
2.1313769817352295,16394000.0
2.1313769817352295,16198000.0
2.132375955581665,16179000.0
2.156531810760498,16190000.0
2.156810998916626,16192000.0
2.157055139541626,16249000.0
2.181148052215576,16208000.0
2.181148052215576,16236000.0
2.1820197105407715,16253000.0
2.205704689025879,16196000.0
2.20671010017395,16210000.0
2.20671010017395,16187000.0
2.23132061958313,16211000.0
2.23132061958313,16209000.0
2.2323570251464844,16198000.0
2.25594425201416,16188000.0
2.25685977935791,16243000.0
2.257108211517334,16237000.0
2.2818055152893066,16187000.0
2.2818055152893066,16227000.0
2.2818055152893066,16201000.0
2.3063337802886963,16148000.0
2.3063337802886963,16211000.0
2.3063337802886963,16227000.0
2.3314993381500244,16247000.0
2.3314993381500244,16212000.0
2.3324954509735107,16218000.0
2.3560149669647217,16234000.0
2.3560149669647217,16199000.0
2.357051372528076,16204000.0
2.3809237480163574,16219000.0
2.3819212913513184,16218000.0
2.3821158409118652,16209000.0
2.4065167903900146,16200000.0
2.4065167903900146,16226000.0
2.4070663452148438,16177000.0
2.431666612625122,16215000.0
2.431666612625122,16207000.0
2.431666612625122,16213000.0
2.4559929370880127,16204000.0
2.456853151321411,16218000.0
2.457094192504883,16206000.0
2.481783628463745,16197000.0
2.481783628463745,16211000.0
2.481783628463745,16190000.0
2.5062952041625977,16221000.0
2.5062952041625977,16223000.0
2.5071024894714355,16214000.0
2.531517744064331,16202000.0
2.531517744064331,16196000.0
2.5325140953063965,16203000.0
2.5560431480407715,16225000.0
2.5560431480407715,16218000.0
2.557042121887207,16211000.0
2.5818288326263428,16210000.0
2.5818288326263428,16200000.0
2.5823628902435303,16203000.0
2.6058146953582764,16219000.0
2.6067917346954346,16213000.0
2.6067917346954346,16217000.0
2.6316163539886475,16208000.0
2.631788730621338,16212000.0
2.631788730621338,16202000.0
2.6559269428253174,16201000.0
2.656785011291504,16205000.0
2.65708327293396,16206000.0
2.6810927391052246,16219000.0
2.6810927391052246,16201000.0
2.6820976734161377,16208000.0
2.7064805030822754,16217000.0
2.7068588733673096,16216000.0
2.70710825920105,16211000.0
2.731818437576294,16236000.0
2.731818437576294,16202000.0
2.731818437576294,16209000.0
2.7562968730926514,16234000.0
2.7562968730926514,16219000.0
2.7562968730926514,16209000.0
2.7814455032348633,16217000.0
2.782456159591675,16211000.0
2.782456159591675,16204000.0
2.782456159591675,16205000.0
2.806593894958496,16206000.0
2.8068010807037354,16210000.0
2.807046413421631,16219000.0
2.83135724067688,16202000.0
2.83135724067688,16210000.0
2.832122564315796,16197000.0
2.8557937145233154,16211000.0
2.8567862510681152,16216000.0
2.8570220470428467,16209000.0
2.880974054336548,16203000.0
2.8819754123687744,16214000.0
2.8822402954101562,16210000.0
2.9059572219848633,16219000.0
2.9069221019744873,16211000.0
2.9070494174957275,16203000.0
2.9317359924316406,16226000.0
2.9317359924316406,16217000.0
2.932729721069336,16211000.0
2.932729721069336,16208000.0
2.956244707107544,16218000.0
2.956244707107544,16202000.0
2.957089424133301,16191000.0
2.981435775756836,16195000.0
2.981435775756836,16212000.0
2.982447624206543,16182000.0
3.0058393478393555,16215000.0
3.0068342685699463,16215000.0
3.0068342685699463,16197000.0
3.0312862396240234,16202000.0
3.0318355560302734,16215000.0
3.032078742980957,16209000.0
3.056597948074341,16223000.0
3.056597948074341,16209000.0
3.056597948074341,16209000.0
3.0810294151306152,16192000.0
3.0810294151306152,16215000.0
3.082026243209839,16222000.0
3.1062052249908447,16208000.0
3.1062052249908447,16198000.0
3.1070854663848877,16201000.0
